"topic","term","beta"
2,"somos",4.10778233716318e-201
3,"somos",0.00266198396856374
4,"somos",6.17988253109408e-198
5,"somos",5.32096557044678e-199
6,"somos",9.98025534612795e-195
1,"son",0.00387528419715175
2,"son",7.06941405421145e-158
3,"son",1.9798116542418e-43
4,"son",0.00548853323321719
5,"son",0.00110071518196487
6,"son",6.31537466389624e-19
1,"sonam",1.86514578564672e-153
2,"sonam",3.17948868424751e-175
3,"sonam",7.33850419086611e-178
4,"sonam",0.00238040358847522
5,"sonam",5.95846946344153e-172
6,"sonam",3.64852805988245e-170
1,"song",9.73441907777806e-15
2,"song",0.139259798868299
3,"song",1.10890513346936e-29
4,"song",1.53599709545378e-18
5,"song",0.0351779336630329
6,"song",8.34240387921639e-24
1,"songi",1.29170134400837e-186
2,"songi",0.00106272090598136
3,"songi",3.03099264558645e-191
4,"songi",8.45498183218517e-182
5,"songi",9.10111261261569e-187
6,"songi",1.43371801965042e-183
1,"songs",0.0086345654320453
2,"songs",0.00154083112813129
3,"songs",6.64854326998555e-170
4,"songs",3.917123434055e-49
5,"songs",4.72070761062969e-165
6,"songs",4.89735935250367e-40
1,"songso",1.01991855640771e-174
2,"songso",4.72661584197276e-22
3,"songso",0.000887327989521247
4,"songso",6.77761384649368e-174
5,"songso",3.43687666020433e-174
6,"songso",4.52487613967734e-172
1,"sono",0.0011436347751787
2,"sono",5.09352441264213e-204
3,"sono",2.41799871846985e-205
4,"sono",1.49225353849102e-200
5,"sono",7.07564685417389e-201
6,"sono",1.02943554747507e-197
1,"sonora",0.0011436347751787
2,"sonora",3.96434708439456e-204
3,"sonora",1.10979474969254e-194
4,"sonora",2.48917464212835e-201
5,"sonora",4.52975694754779e-202
6,"sonora",2.39963930784196e-198
1,"soothing",2.40127159327878e-175
2,"soothing",3.68694931203384e-22
3,"soothing",0.000887327989521247
4,"soothing",9.430157381306e-175
5,"soothing",7.66927869149683e-175
6,"soothing",1.36931560347687e-171
1,"sopa",0.0011436347751787
2,"sopa",8.03634520142223e-163
3,"sopa",5.29169888126726e-164
4,"sopa",8.09872045306563e-160
5,"sopa",3.77027680361041e-160
6,"sopa",4.62233046844728e-157
1,"sophomore",5.51411078550634e-170
2,"sophomore",0.00106272090598136
3,"sophomore",9.16938608890437e-171
4,"sophomore",1.0803099227826e-167
5,"sophomore",3.48815772749761e-168
6,"sophomore",5.76540519158992e-165
1,"sortie",6.39527438911278e-210
2,"sortie",4.87165956403249e-213
3,"sortie",1.07720665522659e-214
4,"sortie",0.00119020179423761
5,"sortie",1.60803612418696e-209
6,"sortie",2.13194807625466e-207
1,"sos",2.81241710564375e-165
2,"sos",4.22614843400601e-170
3,"sos",0.000887327989521247
4,"sos",3.6400822443389e-168
5,"sos",6.74169155037186e-167
6,"sos",5.79140763376525e-165
1,"soskskks",1.18266698357101e-177
2,"soskskks",1.65058749940016e-182
3,"soskskks",7.0573412492331e-182
4,"soskskks",0.00119020179423761
5,"soskskks",1.12852369600921e-40
6,"soskskks",4.75995068381447e-176
1,"soul",0.0045745391006969
2,"soul",1.23853590201089e-51
3,"soul",1.8788986492651e-166
4,"soul",6.05219605382809e-161
5,"soul",1.85367591427406e-35
6,"soul",2.07600695557357e-14
1,"sound",3.19078870660982e-23
2,"sound",6.57968222126889e-163
3,"sound",2.07235140272796e-164
4,"sound",2.859584685955e-159
5,"sound",0.00550356937543976
6,"sound",1.97284204889078e-17
1,"sounds",7.57573458674577e-158
2,"sounds",3.15561775327946e-162
3,"sounds",5.92565654863226e-163
4,"sounds",1.88178981586433e-159
5,"sounds",0.00110071387508795
6,"sounds",3.12777696192016e-156
1,"south",1.17966875296595e-185
2,"south",8.85789605091727e-188
3,"south",1.26709685123742e-190
4,"south",0.00595100897118806
5,"south",1.9013661503093e-62
6,"south",5.21935554608103e-183
1,"soy",1.07889460795693e-201
2,"soy",3.10607961693921e-205
3,"soy",4.72963983010695e-207
4,"soy",2.33270542355753e-199
5,"soy",0.00110071387508795
6,"soy",7.43514691813309e-199
1,"spanish",6.41665906431812e-181
2,"spanish",1.39350258665468e-184
3,"spanish",7.40742360465082e-186
4,"spanish",0.00119020179423761
5,"spanish",2.71698977808551e-182
6,"spanish",5.40630123392052e-179
1,"special",1.03943144041216e-19
2,"special",4.68016396774886e-56
3,"special",3.13506299422141e-155
4,"special",5.92310083392444e-36
5,"special",8.8733550857425e-17
6,"special",0.00265273035060365
1,"sped",0.0011436347751787
2,"sped",1.69186065591703e-166
3,"sped",1.24843495429658e-171
4,"sped",7.19924593263177e-168
5,"sped",3.18153972120922e-168
6,"sped",3.41789000521383e-163
1,"speed",1.3271597753283e-229
2,"speed",3.41888769431188e-236
3,"speed",3.93810725875284e-139
4,"speed",5.34718459009191e-231
5,"speed",0.00110071387508795
6,"speed",2.30681260297686e-221
1,"spent",1.69699151091646e-186
2,"spent",0.00106272090598136
3,"spent",2.34925609919277e-191
4,"spent",2.15644453836546e-48
5,"spent",1.145642624357e-70
6,"spent",1.82604655949506e-184
1,"spereb",2.12794963841773e-137
2,"spereb",3.52404333153637e-141
3,"spereb",0.000887327989521247
4,"spereb",1.46505450087407e-137
5,"spereb",2.18657262693246e-138
6,"spereb",3.32584593655852e-135
1,"spotted",1.35341936566179e-170
2,"spotted",9.95273647369121e-173
3,"spotted",2.11631682340011e-174
4,"spotted",0.00119020179423761
5,"spotted",1.95875457764462e-170
6,"spotted",9.35001626859806e-168
1,"springtrap",0.0011436347751787
2,"springtrap",2.69682346454608e-145
3,"springtrap",1.17006318070065e-147
4,"springtrap",1.27154245561422e-143
5,"springtrap",1.05417212101827e-143
6,"springtrap",9.75040419433597e-140
1,"srbija",3.18075198162838e-183
2,"srbija",3.92616244812418e-186
3,"srbija",1.66307225551516e-186
4,"srbija",0.00357060538271284
5,"srbija",2.82991879323548e-182
6,"srbija",5.29680538970706e-180
1,"sri",1.26056910545655e-179
2,"sri",0.00212544181196272
3,"sri",7.67391487349403e-185
4,"sri",9.23781596015801e-174
5,"sri",1.34831790197109e-179
6,"sri",3.56541229645911e-176
1,"sta",2.55582325512141e-188
2,"sta",1.43090529052514e-189
3,"sta",8.01670803540918e-125
4,"sta",0.00119020179423761
5,"sta",7.5519570165291e-187
6,"sta",3.15028080400764e-185
1,"staff",3.4746498835239e-179
2,"staff",2.49704400555836e-179
3,"staff",0.000887327989521247
4,"staff",1.88669803975999e-178
5,"staff",7.07298877257353e-179
6,"staff",1.10951119980041e-175
1,"start",6.2354453885262e-185
2,"start",1.42734548828927e-20
3,"start",0.000887327989521247
4,"start",3.88329390708285e-183
5,"start",1.52290200099624e-184
6,"start",6.35576542588526e-180
1,"started",0.00114363493863349
2,"started",3.10541057875064e-35
3,"started",0.000887327862699279
4,"started",2.86215894080307e-174
5,"started",8.85473104009355e-177
6,"started",9.97033358144673e-24
1,"states",7.82199650284066e-250
2,"states",1.62548167682251e-253
3,"states",2.69535336490089e-254
4,"states",3.42451404687445e-250
5,"states",0.00110071387508795
6,"states",2.35955992257561e-236
1,"station",0.0022872695503574
2,"station",5.01405919416557e-82
3,"station",1.46808723595136e-221
4,"station",7.69917131799027e-218
5,"station",1.64644204478254e-217
6,"station",2.4240778947079e-214
1,"stay",1.94885403779028e-179
2,"stay",2.79553293450519e-179
3,"stay",0.000887327989521247
4,"stay",4.78286816906325e-179
5,"stay",3.27247458720329e-180
6,"stay",5.012617952376e-176
1,"steroid",1.57199178776672e-249
2,"steroid",2.49699463166751e-253
3,"steroid",2.94829049988801e-254
4,"steroid",5.61294251394194e-250
5,"steroid",0.00110071387508795
6,"steroid",1.67247664675993e-236
1,"steroids",8.55129411991569e-230
2,"steroids",9.53504562975773e-236
3,"steroids",2.43489108222498e-139
4,"steroids",1.15228550384733e-231
5,"steroids",0.00110071387508795
6,"steroids",1.56716078684587e-221
1,"stevic",8.07144846463779e-184
2,"stevic",4.4216831517472e-186
3,"stevic",5.62611289295448e-187
4,"stevic",0.00357060538271284
5,"stevic",3.95793276444329e-182
6,"stevic",7.62616999242138e-180
1,"stillness",0.0011436347751787
2,"stillness",5.53182558724218e-159
3,"stillness",4.29025739200548e-181
4,"stillness",1.47738386939376e-176
5,"stillness",1.05041530324963e-177
6,"stillness",1.68846536616622e-81
1,"stop",3.52267236288546e-190
2,"stop",4.08007919832314e-191
3,"stop",2.16296563263357e-193
4,"stop",0.00119020179423761
5,"stop",6.19053453522981e-189
6,"stop",1.78324220540111e-186
1,"stormy",6.54649889356712e-254
2,"stormy",5.39348747029779e-257
3,"stormy",7.34128899560906e-258
4,"stormy",4.24479140455463e-254
5,"stormy",3.22221362124071e-255
6,"stormy",0.0172427472789244
1,"story",2.74673979139658e-159
2,"story",0.00318816271794409
3,"story",2.41389730954995e-173
4,"story",3.85259860215809e-46
5,"story",3.62443321592709e-170
6,"story",2.74547942705075e-144
1,"strangers",2.08235973308001e-161
2,"strangers",2.84605680948031e-164
3,"strangers",3.35897011953894e-166
4,"strangers",4.16007481811036e-162
5,"strangers",2.01003745620734e-162
6,"strangers",0.00132636517530188
1,"strong",1.29451496047546e-155
2,"strong",0.00425088362392545
3,"strong",2.0413133895804e-159
4,"strong",7.64054528041701e-149
5,"strong",6.78753489101918e-25
6,"strong",1.33612707205029e-152
1,"struggled",3.8197678071433e-186
2,"struggled",0.00106272090598136
3,"struggled",3.41982677036965e-207
4,"struggled",2.70902306907291e-203
5,"struggled",2.14045972402444e-202
6,"struggled",3.25001523048296e-167
1,"stuck",8.62256519567543e-24
2,"stuck",0.00106272090598136
3,"stuck",1.06557807254916e-192
4,"stuck",3.93779330383796e-189
5,"stuck",5.52869918069364e-182
6,"stuck",2.41907531336644e-186
1,"studying",1.38696826045615e-186
2,"studying",0.00106272090598136
3,"studying",1.34584632518774e-191
4,"studying",8.51230710894213e-50
5,"studying",5.33803127862655e-72
6,"studying",2.22829276347294e-184
1,"stuff",0.00114363470748986
2,"stuff",9.83504882714742e-57
3,"stuff",3.98406856458989e-183
4,"stuff",0.00119020186468264
5,"stuff",1.82970905652716e-179
6,"stuff",4.25176120513207e-177
1,"stupid",4.51946162939117e-166
2,"stupid",6.94933172628749e-138
3,"stupid",6.28011091363244e-168
4,"stupid",0.0011902013928708
5,"stupid",0.00110071424627713
6,"stupid",6.56306100774454e-138
1,"style",2.14827826838071e-138
2,"style",7.49607599040462e-141
3,"style",0.000887327989521247
4,"style",7.27452118709814e-137
5,"style",2.38098731852684e-138
6,"style",1.42203389760751e-134
1,"subhanallahi",1.38305075763049e-202
2,"subhanallahi",1.22033181037415e-204
3,"subhanallahi",3.21757406694074e-195
4,"subhanallahi",6.01239988577143e-202
5,"subhanallahi",0.00110071387508795
6,"subhanallahi",5.57286376463406e-196
1,"subhanallahil",2.55143443829957e-202
2,"subhanallahil",2.62520908021274e-205
3,"subhanallahil",3.97733864886555e-193
4,"subhanallahil",2.86647473078765e-203
5,"subhanallahil",0.00110071387508795
6,"subhanallahil",2.30277099924727e-196
1,"sucks",5.33144481720728e-196
2,"sucks",1.53810552658147e-39
3,"sucks",2.58763418402424e-199
4,"sucks",3.03000745959328e-194
5,"sucks",0.00110071387508795
6,"sucks",2.34912733089191e-192
1,"suena",0.0011436347751787
2,"suena",3.2347500637876e-181
3,"suena",1.21369780104891e-180
4,"suena",3.58093792084965e-178
5,"suena",3.1599311482452e-179
6,"suena",1.20878313860474e-176
1,"suenes",6.98234003207721e-260
2,"suenes",3.41854489384979e-263
3,"suenes",0.000887327989521247
4,"suenes",3.79265958053403e-258
5,"suenes",2.61256417587646e-259
6,"suenes",1.02772731102707e-255
1,"suerte",5.60488062986641e-197
2,"suerte",1.27354539905209e-199
3,"suerte",5.24979377141307e-200
4,"suerte",4.45070074288034e-197
5,"suerte",0.00110071387508795
6,"suerte",7.49059194738699e-194
1,"suffering",1.88287799374413e-51
2,"suffering",0.00106272090598136
3,"suffering",2.33491278068343e-208
4,"suffering",1.00326977980514e-205
5,"suffering",5.66963962272906e-205
6,"suffering",1.34087875264545e-202
1,"sufi",3.7874600568429e-194
2,"sufi",0.00106272090598136
3,"sufi",1.05891235280293e-197
4,"sufi",4.95764030820088e-191
5,"sufi",1.16660163183063e-193
6,"sufi",1.80997642210288e-190
1,"suka",4.64693574226863e-209
2,"suka",2.32383524634011e-216
3,"suka",4.64481840516005e-216
4,"suka",3.03530518629914e-212
5,"suka",0.00110071387508795
6,"suka",1.31173396147958e-209
1,"sukarburuk",4.13537094134873e-208
2,"sukarburuk",4.1868495021877e-210
3,"sukarburuk",2.58995978392201e-211
4,"sukarburuk",0.00119020179423761
5,"sukarburuk",2.93257960792183e-206
6,"sukarburuk",4.94155404936222e-204
1,"summer",2.39495365065099e-12
2,"summer",8.22848159121677e-21
3,"summer",8.54731757695668e-154
4,"summer",3.91502813392312e-149
5,"summer",0.00880571099839857
6,"summer",8.28218178864306e-40
1,"sun",8.66007751188727e-216
2,"sun",3.50007455438307e-219
3,"sun",2.5050211711282e-220
4,"sun",8.94457241647823e-216
5,"sun",1.38688051279802e-216
6,"sun",0.00928455622711315
1,"sunset",4.44886910238021e-159
2,"sunset",2.66429234162395e-162
3,"sunset",6.3085793854202e-163
4,"sunset",1.27311750987674e-158
5,"sunset",0.00110071387508795
6,"sunset",1.55549507355218e-156
1,"super",0.00228727074433838
2,"super",4.57605720565404e-20
3,"super",0.000887327063130438
4,"super",6.18442375339718e-156
5,"super",4.64006502653745e-150
6,"super",2.54163230115416e-153
1,"supporting",1.24966365302346e-180
2,"supporting",0.00106272090598136
3,"supporting",7.9032749035826e-184
4,"supporting",1.06320446219908e-180
5,"supporting",3.6901257808858e-181
6,"supporting",6.42459768075157e-180
1,"suppose",1.66494988442938e-142
2,"suppose",1.37593562043797e-146
3,"suppose",8.89543591275577e-147
4,"suppose",4.21780609674907e-144
5,"suppose",8.63721745906292e-143
6,"suppose",0.00132636517530188
1,"supposed",5.98372712359748e-250
2,"supposed",7.80500359453658e-254
3,"supposed",1.04584920903554e-254
4,"supposed",2.3395322233964e-251
5,"supposed",0.00110071387508795
6,"supposed",8.2092424485489e-237
1,"supremelegendary",1.13395900113168e-189
2,"supremelegendary",1.07924679116965e-191
3,"supremelegendary",6.92959249934793e-193
4,"supremelegendary",0.00119020179423761
5,"supremelegendary",1.38596913332866e-190
6,"supremelegendary",1.92523499728476e-186
1,"surgery",9.20974170923212e-231
2,"surgery",2.16462648818897e-235
3,"surgery",1.80303879214515e-140
4,"surgery",2.16797488722409e-231
5,"surgery",0.00110071387508795
6,"surgery",6.61547705591109e-221
1,"surprise",6.50532789169267e-206
2,"surprise",0.00106272090598136
3,"surprise",5.50921722226523e-215
4,"surprise",6.82157751971696e-209
5,"surprise",1.39113215736502e-211
6,"surprise",9.33770548551292e-195
1,"surviving",4.1425893792771e-185
2,"surviving",1.9193471804647e-188
3,"surviving",0.000887327989521247
4,"surviving",2.02849961190103e-47
5,"surviving",3.04516652238308e-187
6,"surviving",1.50726582233206e-182
1,"sus",2.43123784200042e-137
2,"sus",5.58365234754022e-140
3,"sus",0.00177465597904249
4,"sus",2.00750154809845e-136
5,"sus",8.28126097928731e-139
6,"sus",4.0003505504152e-133
1,"sweetness",1.62208776175325e-251
2,"sweetness",6.01312821727457e-254
3,"sweetness",5.64154620251308e-255
4,"sweetness",1.61229722956645e-251
5,"sweetness",0.00110071387508795
6,"sweetness",7.81779992549672e-237
1,"swing",6.71564220124137e-138
2,"swing",2.815754610444e-139
3,"swing",0.000887327989521247
4,"swing",6.57706243658567e-138
5,"swing",3.45372784274416e-139
6,"swing",3.12201930478847e-134
1,"swinging",0.0022872695503574
2,"swinging",1.4655865362974e-86
3,"swinging",3.63824206622827e-172
4,"swinging",6.78126851510438e-168
5,"swinging",5.11359086609456e-38
6,"swinging",9.17992881007944e-166
1,"system",1.45206295767659e-51
2,"system",3.75081375541554e-189
3,"system",2.43503363411764e-189
4,"system",0.00119020179423761
5,"system",8.2541771904923e-186
6,"system",1.06776218399831e-182
1,"tabrizi",2.24341062804721e-195
2,"tabrizi",0.00106272090598136
3,"tabrizi",8.15440053734612e-198
4,"tabrizi",2.59469628726018e-191
5,"tabrizi",6.11981854896793e-194
6,"tabrizi",1.15201402705129e-190
1,"taco",3.00047017813305e-47
2,"taco",0.00212544181196272
3,"taco",2.33765973450624e-189
4,"taco",3.43393596815348e-43
5,"taco",2.65502836139623e-186
6,"taco",1.43687321103537e-182
1,"tag",6.35301714106315e-157
2,"tag",0.00106272090598136
3,"tag",2.99087408893486e-162
4,"tag",2.88141821178392e-158
5,"tag",1.05279310275034e-158
6,"tag",5.93233909189318e-154
1,"taking",2.02039742386769e-20
2,"taking",2.11223308506154e-203
3,"taking",1.1234149087605e-204
4,"taking",6.15937355109712e-201
5,"taking",2.66949115504834e-202
6,"taking",0.00795819105181128
1,"talk",0.0011436347751787
2,"talk",2.05451262931797e-213
3,"talk",1.27696568895159e-213
4,"talk",4.91760179062624e-210
5,"talk",3.86309544129807e-211
6,"talk",7.06595646789627e-70
1,"talked",1.79450306534198e-171
2,"talked",1.41762576922928e-173
3,"talked",4.70205325728575e-174
4,"talked",4.90563664770042e-170
5,"talked",0.00110071387508795
6,"talked",1.90022323998322e-166
1,"talking",0.0011436347751787
2,"talking",1.31746465025631e-194
3,"talking",9.80455728981032e-197
4,"talking",1.05319317403166e-188
5,"talking",1.16433463064904e-193
6,"talking",1.46694648434003e-191
1,"talks",0.0011436347751787
2,"talks",4.12582285284103e-174
3,"talks",1.07635554671184e-174
4,"talks",3.65963215636015e-171
5,"talks",7.35343826482789e-172
6,"talks",6.73015504849417e-170
1,"tambien",5.10442671841635e-141
2,"tambien",0.00106272090598136
3,"tambien",5.27905240747708e-144
4,"tambien",6.50657447227971e-140
5,"tambien",4.35545069405116e-140
6,"tambien",9.39779542092765e-136
1,"tan",0.0022872695503574
2,"tan",1.04492221084629e-113
3,"tan",3.27606933576512e-148
4,"tan",3.13816759185637e-193
5,"tan",3.60565850918869e-193
6,"tan",1.99070034721756e-191
1,"tao",1.24937801575065e-200
2,"tao",9.82273572476594e-202
3,"tao",0.000887327989521247
4,"tao",2.61100062203022e-199
5,"tao",1.08134594243938e-200
6,"tao",8.47107458365164e-198
1,"tapi",4.24831124456238e-190
2,"tapi",3.32522203808353e-194
3,"tapi",1.92865145262762e-195
4,"tapi",0.00119020177087522
5,"tapi",0.0011007138966938
6,"tapi",1.40422250322442e-188
1,"taste",1.83932200809246e-187
2,"taste",2.99150663952543e-187
3,"taste",2.71149426303962e-190
4,"taste",0.00119020179423761
5,"taste",1.44708751828763e-186
6,"taste",5.05896487752541e-185
1,"tau",2.16159271298372e-209
2,"tau",3.07693431785241e-215
3,"tau",1.75607656519502e-216
4,"tau",8.68728781221009e-214
5,"tau",0.00110071387508795
6,"tau",3.44358361597502e-212
1,"taun",1.7859905688922e-177
2,"taun",9.05436491286771e-181
3,"taun",2.11831132265277e-182
4,"taun",3.95689671638121e-178
5,"taun",0.00110071387508795
6,"taun",3.01951309182783e-176
1,"teacher",1.27797327366789e-169
2,"teacher",7.44960655007455e-174
3,"teacher",1.44490491499731e-168
4,"teacher",0.00119020179423761
5,"teacher",5.03445540728053e-170
6,"teacher",8.47691809546725e-168
1,"tear",1.62939464323253e-266
2,"tear",3.52322020388615e-269
3,"tear",3.24671573178034e-270
4,"tear",5.42150533915852e-266
5,"tear",1.5761305229413e-266
6,"tear",0.00530546070120752
1,"tears",3.67625468379073e-175
2,"tears",1.18543677014596e-23
3,"tears",0.000887327989521247
4,"tears",3.65996683953369e-174
5,"tears",9.16819563655516e-175
6,"tears",7.73415275718476e-172
1,"teeth",6.1640371248699e-267
2,"teeth",1.99246649448275e-269
3,"teeth",1.6121703956229e-270
4,"teeth",7.19184775950491e-267
5,"teeth",9.72101376229686e-267
6,"teeth",0.00530546070120752
1,"television",0.0011436347751787
2,"television",4.32895048111046e-202
3,"television",6.79540529010507e-201
4,"television",6.98548037690234e-198
5,"television",2.30034431482386e-197
6,"television",1.70790560501813e-195
1,"telling",7.04775336953626e-250
2,"telling",1.10121283180852e-253
3,"telling",9.75969631811924e-255
4,"telling",3.09655549903714e-250
5,"telling",0.00110071387508795
6,"telling",1.53500417623984e-236
1,"tem",3.39892338795362e-161
2,"tem",2.53614215768477e-163
3,"tem",0.00177456709478287
4,"tem",1.1922333853438e-07
5,"tem",5.93680479528206e-30
6,"tem",7.13030091439494e-158
1,"tema",0.0011436347751787
2,"tema",3.11764427720745e-173
3,"tema",1.65705471946115e-174
4,"tema",2.26557802487364e-169
5,"tema",1.0468504148452e-169
6,"tema",3.49794377391368e-167
1,"temazo",0.0011436347751787
2,"temazo",1.09355518409011e-174
3,"temazo",1.06196157372032e-174
4,"temazo",4.11376056615186e-171
5,"temazo",7.56947860502854e-35
6,"temazo",4.58147600793612e-168
1,"temazos",0.0011436347751787
2,"temazos",1.0408250108721e-171
3,"temazos",3.96518355790788e-172
4,"temazos",4.49033694385615e-167
5,"temazos",7.08465767240199e-168
6,"temazos",1.85020560258194e-165
1,"temos",1.99039611808758e-230
2,"temos",8.25575069597432e-233
3,"temos",0.000887327989521247
4,"temos",6.65024355389716e-230
5,"temos",3.6338887813688e-231
6,"temos",5.34000949513371e-228
1,"temples",1.5128584936465e-251
2,"temples",7.90806357201e-255
3,"temples",7.84572155298682e-257
4,"temples",0.00119020179423761
5,"temples",1.8783280791504e-252
6,"temples",6.42422949384793e-250
1,"tempo",1.44797036931247e-155
2,"tempo",8.13815335693511e-158
3,"tempo",6.95054283855658e-23
4,"tempo",9.32128593673872e-154
5,"tempo",0.00220142775017591
6,"tempo",2.76033478486346e-151
1,"tenemos",2.22106741401196e-259
2,"tenemos",6.85358233837241e-263
3,"tenemos",0.000887327989521247
4,"tenemos",2.12071161820375e-258
5,"tenemos",2.19891685237306e-259
6,"tenemos",4.49084438944796e-255
1,"tener",7.98800407612326e-211
2,"tener",1.13048626926091e-213
3,"tener",0.00266198396856374
4,"tener",5.12465567854384e-56
5,"tener",2.70415134400055e-211
6,"tener",3.59765663382486e-207
1,"tenian",1.30215444534291e-185
2,"tenian",6.3041149586904e-189
3,"tenian",0.000887327989521247
4,"tenian",7.27754363840718e-188
5,"tenian",4.89605692718824e-186
6,"tenian",6.39558288358443e-183
1,"tent",2.79960019524845e-204
2,"tent",9.13932792776594e-207
3,"tent",1.08642047171068e-207
4,"tent",1.06463884596859e-203
5,"tent",0.00110071387508795
6,"tent",1.18506241936314e-200
1,"terminara",8.61815942665346e-260
2,"terminara",3.70887412738812e-262
3,"terminara",0.000887327989521247
4,"terminara",6.70492415907641e-259
5,"terminara",1.03819703608173e-259
6,"terminara",1.78229040429446e-255
1,"ternyata",1.74014522948337e-209
2,"ternyata",2.03349378034134e-215
3,"ternyata",2.12672652031366e-216
4,"ternyata",1.89203644260048e-212
5,"ternyata",0.00110071387508795
6,"ternyata",7.1832724368621e-210
1,"terra",4.00652806329544e-185
2,"terra",1.50750973055538e-187
3,"terra",0.000887327989521247
4,"terra",2.28040931900694e-183
5,"terra",3.43155206728335e-183
6,"terra",7.20957695840667e-181
1,"terrible",2.73338667310816e-202
2,"terrible",3.81731914064789e-205
3,"terrible",2.1863365930222e-207
4,"terrible",1.16430622590493e-199
5,"terrible",0.00110071387508795
6,"terrible",1.84260938260931e-199
1,"texas",1.83096856584403e-171
2,"texas",1.48778554011604e-176
3,"texas",0.000887327989521247
4,"texas",4.49409255294633e-175
5,"texas",6.01660954953583e-177
6,"texas",7.62305099307012e-173
1,"tha",1.26487840521636e-195
2,"tha",8.59232990863079e-197
3,"tha",3.82698518280368e-200
4,"tha",0.00119020179423761
5,"tha",6.66411520319077e-198
6,"tha",7.87821665379024e-196
1,"thas",8.36818416815569e-160
2,"thas",2.87444302080379e-167
3,"thas",2.60572690695621e-168
4,"thas",5.4687851589591e-28
5,"thas",1.98144774062798e-161
6,"thas",0.00132636517530188
1,"thatpreppygator",2.00662282762906e-154
2,"thatpreppygator",9.19286000825716e-71
3,"thatpreppygator",8.6386031684103e-201
4,"thatpreppygator",0.00238040358847522
5,"thatpreppygator",1.4672464159115e-187
6,"thatpreppygator",9.80424977719822e-39
1,"theme",2.42284562471686e-180
2,"theme",2.61914852780308e-96
3,"theme",4.97968337869035e-183
4,"theme",5.60755184284e-180
5,"theme",0.00110071387508795
6,"theme",8.22476592574036e-176
1,"theses",6.97613274059414e-218
2,"theses",3.54987727781848e-221
3,"theses",1.94479021774071e-222
4,"theses",3.722436474272e-213
5,"theses",0.00110071387508795
6,"theses",5.87449661774365e-215
1,"theupscpost",3.35932083304865e-158
2,"theupscpost",0.00106272090598136
3,"theupscpost",6.69472525929593e-162
4,"theupscpost",6.95929293092196e-157
5,"theupscpost",1.04247841899323e-157
6,"theupscpost",2.85115532436515e-154
1,"thing",2.11274700748849e-188
2,"thing",2.90474401590374e-192
3,"thing",2.7588818089746e-193
4,"thing",3.61753114648636e-188
5,"thing",0.00110071387508795
6,"thing",3.26071869220145e-185
1,"things",1.73863113057056e-16
2,"things",0.00106272135577204
3,"things",1.71291625353505e-66
4,"things",0.0035706033773671
5,"things",0.00110071526378624
6,"things",2.60286795273711e-47
1,"thinking",5.64406188326608e-170
2,"thinking",0.00212544181196272
3,"thinking",3.25428269438651e-173
4,"thinking",6.19744575162348e-34
5,"thinking",9.23337708652537e-169
6,"thinking",1.84446195693967e-165
1,"tho",1.00447181365434e-169
2,"tho",0.00106272090598136
3,"tho",7.27959280623371e-175
4,"tho",3.12845298144912e-172
5,"tho",1.05248852561264e-168
6,"tho",7.85047515779054e-169
1,"thought",0.00228726841565417
2,"thought",0.00318816377236536
3,"thought",6.1103943019777e-180
4,"thought",1.65550536405982e-55
5,"thought",5.64442307047675e-86
6,"thought",4.22190623847911e-38
1,"threw",9.73128006655241e-175
2,"threw",0.00106272090598136
3,"threw",2.20737270609805e-178
4,"threw",3.7695415052923e-176
5,"threw",2.63400643352246e-174
6,"threw",1.14403061876538e-171
1,"tickets",1.59989934832521e-163
2,"tickets",0.00212544181196272
3,"tickets",1.40325224742702e-179
4,"tickets",7.74604391034913e-24
5,"tickets",4.99053133083197e-176
6,"tickets",2.57170504622727e-175
1,"tiempos",0.0011436347751787
2,"tiempos",5.4251416808341e-191
3,"tiempos",8.24711114806862e-35
4,"tiempos",1.11047578441202e-186
5,"tiempos",9.26186067289274e-190
6,"tiempos",1.24854653960985e-185
1,"tiene",0.0011436347751787
2,"tiene",4.75390809665573e-204
3,"tiene",1.52726313019941e-194
4,"tiene",5.2138664857344e-201
5,"tiene",2.48390236397351e-201
6,"tiene",3.11953621227299e-198
1,"tierra",2.70459611687962e-28
2,"tierra",1.76563552263887e-169
3,"tierra",0.000887327989521247
4,"tierra",2.18524142079534e-166
5,"tierra",1.81421192802436e-167
6,"tierra",1.99675738168665e-163
1,"tigkr",1.83148355552394e-146
2,"tigkr",1.96524574294616e-147
3,"tigkr",5.37334566149601e-149
4,"tigkr",2.32867815313339e-145
5,"tigkr",1.40591841801176e-145
6,"tigkr",0.00132636517530188
1,"tiktok",0.0011436347751787
2,"tiktok",2.4851884839497e-209
3,"tiktok",3.34692191369169e-212
4,"tiktok",3.1883942307772e-198
5,"tiktok",2.75212184602722e-208
6,"tiktok",1.7835676007778e-205
1,"tiktokmusicallyreels",2.41052345409195e-165
2,"tiktokmusicallyreels",1.24978970007728e-168
3,"tiktokmusicallyreels",0.000887327989521247
4,"tiktokmusicallyreels",6.22826074268867e-166
5,"tiktokmusicallyreels",1.25383230154981e-164
6,"tiktokmusicallyreels",8.68837770497563e-163
1,"time",0.00508137323700193
2,"time",0.00632117680802452
3,"time",3.1324505748961e-39
4,"time",9.69464802470158e-49
5,"time",0.00343352646263257
6,"time",0.0178918069772299
1,"timeless",4.13922807663356e-161
