"topic","term","beta"
1,"loneliness",2.4010451421591e-32
2,"loneliness",0.00106272090598136
3,"loneliness",2.68718758987091e-192
4,"loneliness",1.11181747384161e-186
5,"loneliness",4.08754330398977e-186
6,"loneliness",4.86023180539083e-186
1,"long",0.0022872695503574
2,"long",2.65681567060472e-38
3,"long",2.00188412477817e-174
4,"long",2.30702735965958e-35
5,"long",2.32921247033003e-53
6,"long",1.5262419882974e-166
1,"lookin",0.0011436347751787
2,"lookin",4.50267720564229e-161
3,"lookin",5.8573588257995e-163
4,"lookin",8.86241415998058e-160
5,"lookin",5.05434575167407e-159
6,"lookin",7.24683797167688e-157
1,"los",0.0308781389298249
2,"los",4.5683601905712e-42
3,"los",3.53758102697373e-22
4,"los",1.74611004473959e-55
5,"los",3.44493324626227e-67
6,"los",6.27487125808524e-169
1,"lost",0.0011436347751787
2,"lost",6.13393953916308e-163
3,"lost",1.95777860799757e-163
4,"lost",7.04638550788121e-159
5,"lost",2.90772937795708e-23
6,"lost",1.22922256575872e-157
1,"lot",0.00177049891740631
2,"lot",1.04740159756114e-77
3,"lot",5.39528313408335e-55
4,"lot",8.63435585969797e-159
5,"lot",0.00159808997650842
6,"lot",2.74017800050716e-156
1,"loublier",1.30693414575178e-198
2,"loublier",6.68696174771571e-201
3,"loublier",4.37964129722824e-65
4,"loublier",9.42058495561577e-197
5,"loublier",0.00110071387508795
6,"loublier",5.37998075737657e-196
1,"loud",3.46087712482523e-177
2,"loud",3.64802331880975e-73
3,"loud",5.06682622315461e-181
4,"loud",0.00714121076542567
5,"loud",1.77205135054415e-140
6,"loud",4.54970982442422e-50
1,"love",0.00674036700768945
2,"love",0.0185111546672207
3,"love",4.0342877342906e-60
4,"love",0.0353341723054833
5,"love",1.4799551900654e-60
6,"love",7.11234390458595e-56
1,"loved",9.49251313009669e-172
2,"loved",0.00106272108046784
3,"loved",4.30482178576075e-180
4,"loved",0.00119020159882025
5,"loved",5.38415889187209e-78
6,"loved",3.9379388547638e-174
1,"lovely",0.0011436347751787
2,"lovely",1.27486026096741e-58
3,"lovely",1.45568422521711e-196
4,"lovely",3.21684264456006e-192
5,"lovely",2.25100377734317e-192
6,"lovely",8.64587223486834e-51
1,"loving",1.2646015625609e-164
2,"loving",1.08274802472792e-165
3,"loving",1.5738792812001e-168
4,"loving",4.81481353858022e-28
5,"loving",1.79312941451224e-164
6,"loving",0.00132636517530188
1,"low",8.3119607024446e-188
2,"low",2.446727574206e-19
3,"low",5.15325655636556e-190
4,"low",2.61402313443596e-188
5,"low",1.16605452259644e-186
6,"low",0.00132636517530188
1,"lowkey",7.06402570324016e-19
2,"lowkey",6.05099996597441e-95
3,"lowkey",5.38092919994963e-157
4,"lowkey",5.7828016619346e-153
5,"lowkey",0.00220142775017591
6,"lowkey",1.05502236485382e-150
1,"lucifer",2.64256394770218e-209
2,"lucifer",2.37966313276817e-212
3,"lucifer",6.92424897921829e-215
4,"lucifer",0.00119020179423761
5,"lucifer",2.20622999328019e-208
6,"lucifer",1.96406379792714e-207
1,"lucky",1.23780926597111e-168
2,"lucky",0.00106272090598136
3,"lucky",7.41846110951783e-193
4,"lucky",7.26698930847601e-188
5,"lucky",9.2216111840164e-187
6,"lucky",4.45260516805714e-185
1,"lulli",2.0017455492529e-194
2,"lulli",0.00106272090598136
3,"lulli",9.01531963804487e-198
4,"lulli",5.2556312277913e-192
5,"lulli",5.9945332903596e-194
6,"lulli",9.46757200165191e-192
1,"luton",1.20175773199553e-195
2,"luton",0.00106272090598136
3,"luton",1.61996525026595e-199
4,"luton",2.54806400697555e-44
5,"luton",9.60010698184465e-196
6,"luton",2.53814275907642e-193
1,"luv",2.07920596591392e-158
2,"luv",3.98302875170405e-161
3,"luv",2.72146791298385e-161
4,"luv",0.00119020179423761
5,"luv",2.18574402083083e-154
6,"luv",1.81272530528909e-154
1,"lycrics",1.67959682681308e-267
2,"lycrics",4.97455630963562e-270
3,"lycrics",4.14504057769339e-271
4,"lycrics",4.77351170537744e-267
5,"lycrics",4.22399683685722e-267
6,"lycrics",0.00132636517530188
1,"lying",5.18575059575307e-242
2,"lying",2.3659605821398e-244
3,"lying",1.3489583735494e-245
4,"lying",2.73856127436325e-242
5,"lying",8.4449039792364e-242
6,"lying",0.00663182587650939
1,"lyrics",1.65399727320445e-203
2,"lyrics",5.42795517134385e-205
3,"lyrics",1.76221969764844e-206
4,"lyrics",1.47573980588651e-202
5,"lyrics",2.67252290975505e-203
6,"lyrics",0.00530546070120752
1,"maa",1.88589183978526e-196
2,"maa",3.48500688956718e-198
3,"maa",5.59812902038655e-201
4,"maa",0.00119020179423761
5,"maa",3.60761432612459e-198
6,"maa",7.4712693514141e-197
1,"macaco",0.0011436347751787
2,"macaco",8.54251905745494e-163
3,"macaco",1.89204276104098e-164
4,"macaco",1.80696349978703e-159
5,"macaco",1.53582982357938e-160
6,"macaco",1.04871482371148e-156
1,"made",0.0114363477450641
2,"made",1.10438542397956e-43
3,"made",2.60934101174659e-161
4,"made",4.2139333087391e-35
5,"made",3.54505290616807e-37
6,"made",7.79709563471967e-12
1,"madhuguntoju",1.70758875734088e-139
2,"madhuguntoju",0.00106272090598136
3,"madhuguntoju",8.36923370834973e-143
4,"madhuguntoju",2.08538948942647e-138
5,"madhuguntoju",4.08874760378779e-139
6,"madhuguntoju",1.12236412200079e-135
1,"madre",3.0596504152458e-175
2,"madre",0.00106272090598136
3,"madre",7.39368209323252e-179
4,"madre",2.00596487487198e-174
5,"madre",4.99546636283621e-175
6,"madre",5.88672883572262e-172
1,"madrid",5.47118160729072e-178
2,"madrid",1.25895222323514e-182
3,"madrid",3.10792840487244e-43
4,"madrid",2.02385432369245e-178
5,"madrid",0.00110071387508795
6,"madrid",1.09977919043296e-175
1,"maestra",5.11473723186765e-162
2,"maestra",2.18867750628271e-171
3,"maestra",1.57757559825631e-173
4,"maestra",3.13533769801386e-168
5,"maestra",0.00110071387508795
6,"maestra",7.59332451143245e-166
1,"magia",7.75409143567385e-259
2,"magia",6.11593291539218e-261
3,"magia",0.00177465597904249
4,"magia",3.47286675439283e-257
5,"magia",2.42476891435847e-258
6,"magia",5.51100117637632e-254
1,"magic",7.62963699630526e-187
2,"magic",6.19511007543614e-191
3,"magic",2.65388468256133e-67
4,"magic",2.47918517939193e-66
5,"magic",1.13413428117141e-188
6,"magic",0.0119372865777169
1,"magical",3.11999383779077e-177
2,"magical",2.84118093399505e-22
3,"magical",1.05259122153624e-180
4,"magical",0.00119020179423761
5,"magical",1.11783436794805e-175
6,"magical",3.70988155439407e-172
1,"magnificent",3.71520917378599e-212
2,"magnificent",1.62665067073105e-59
3,"magnificent",1.11615988379347e-216
4,"magnificent",0.00119020179423761
5,"magnificent",1.12385842378221e-211
6,"magnificent",7.1950956246008e-208
1,"maharashtra",1.73080326129819e-252
2,"maharashtra",2.14087968925253e-255
3,"maharashtra",2.30569810186013e-257
4,"maharashtra",0.00119020179423761
5,"maharashtra",2.4862888205316e-253
6,"maharashtra",1.75670931696397e-250
1,"mai",1.64148700289162e-152
2,"mai",3.60903865430428e-52
3,"mai",5.78816808327605e-157
4,"mai",1.34470518459411e-152
5,"mai",0.00220142775017591
6,"mai",3.69518870592753e-150
1,"main",3.30628939132929e-176
2,"main",0.00106272028999463
3,"main",1.12540432648994e-181
4,"main",0.00119020248411631
5,"main",1.30716145183046e-175
6,"main",2.12953905934911e-174
1,"maio",5.22545244811626e-156
2,"maio",1.01471538312409e-157
3,"maio",0.00621129592664873
4,"maio",1.36178445379505e-155
5,"maio",4.55675646609662e-155
6,"maio",4.98551236836191e-152
1,"mais",4.17171310230151e-202
2,"mais",3.52397261287503e-205
3,"mais",0.00177465597904249
4,"mais",4.46176813907152e-201
5,"mais",1.01454559829082e-201
6,"mais",1.64182048700677e-198
1,"maiz",2.29895086035975e-29
2,"maiz",8.36939684352128e-170
3,"maiz",0.000887327989521247
4,"maiz",3.15124425563473e-168
5,"maiz",3.91750633897431e-169
6,"maiz",3.60976279832211e-164
1,"make",1.85946709901386e-07
2,"make",3.68439360859596e-13
3,"make",8.87912697220527e-51
4,"make",3.54603498713055e-17
5,"make",8.22819884560966e-68
6,"make",0.0291798181988354
1,"makes",1.70701972761697e-48
2,"makes",1.42323716212585e-16
3,"makes",0.000923063339293772
4,"makes",0.00947368109054582
5,"makes",1.07608108806195e-25
6,"makes",3.12453877231156e-10
1,"mala",6.0658947559781e-197
2,"mala",4.79694044021833e-200
3,"mala",5.13169179892195e-200
4,"mala",1.70952989500439e-196
5,"mala",0.00110071387508795
6,"mala",7.83946996893107e-194
1,"malathipknqo",9.44084866327772e-252
2,"malathipknqo",1.04653096832619e-255
3,"malathipknqo",5.79147110442759e-257
4,"malathipknqo",0.00119020179423761
5,"malathipknqo",1.09542220865666e-253
6,"malathipknqo",9.7088170705014e-250
1,"maleo",2.27743732156344e-143
2,"maleo",1.16480498881925e-145
3,"maleo",5.43723010598659e-147
4,"maleo",2.46125248525002e-142
5,"maleo",2.41078798992676e-144
6,"maleo",0.00132636517530188
1,"malitu",1.27021326511464e-172
2,"malitu",2.29282015280765e-174
3,"malitu",7.81597039600205e-177
4,"malitu",0.00119020179423761
5,"malitu",6.19421999985762e-172
6,"malitu",1.39474345102354e-168
1,"malvinas",1.8424984319347e-170
2,"malvinas",2.44732303446742e-174
3,"malvinas",0.000887327989521247
4,"malvinas",6.00862776257485e-171
5,"malvinas",7.45382085935453e-174
6,"malvinas",5.09087700349389e-169
1,"mama",9.81295944442053e-165
2,"mama",8.58705098545177e-168
3,"mama",3.33712867976086e-168
4,"mama",0.00119020145146537
5,"mama",0.00220142806717607
6,"mama",4.63513185361481e-161
1,"maming",4.00314212969048e-171
2,"maming",4.5721345102395e-174
3,"maming",3.77075248544338e-175
4,"maming",1.85572575684666e-170
5,"maming",0.00110071387508795
6,"maming",2.41003722640987e-167
1,"man",3.56990418225613e-09
2,"man",0.0074390430245414
3,"man",6.15651709519896e-149
4,"man",9.33045559088938e-38
5,"man",1.41892686421987e-145
6,"man",3.98772412603887e-20
1,"mando",0.0011436347751787
2,"mando",2.29027202920522e-76
3,"mando",4.25911348657506e-20
4,"mando",1.08772160266373e-168
5,"mando",1.68319351663721e-168
6,"mando",4.48542471701081e-166
1,"mane",1.11408699757934e-208
2,"mane",7.3199376456672e-212
3,"mane",2.30386905924032e-214
4,"mane",0.00119020179423761
5,"mane",3.70394842725824e-207
6,"mane",1.2414135164998e-207
1,"mani",2.08204052721924e-164
2,"mani",1.10592565073804e-50
3,"mani",2.26385194543199e-31
4,"mani",5.34993548320758e-27
5,"mani",0.00110071387508795
6,"mani",2.90898426882948e-161
1,"manslikeisiac",2.00194623090696e-139
2,"manslikeisiac",0.00106272090598136
3,"manslikeisiac",1.86756037893704e-143
4,"manslikeisiac",1.85884642072395e-139
5,"manslikeisiac",2.92271583692424e-139
6,"manslikeisiac",4.61751074244958e-135
1,"mar",5.97114156120717e-183
2,"mar",7.31382728603275e-186
3,"mar",1.18595969060792e-185
4,"mar",7.71956496892711e-183
5,"mar",0.00110071387508795
6,"mar",7.82060304709839e-180
1,"marc",4.59723734171103e-183
2,"marc",1.18045229084151e-46
3,"marc",3.33017542336989e-187
4,"marc",1.59353917095766e-182
5,"marc",0.00110071387508795
6,"marc",4.52251551507182e-170
1,"march",2.42092324039048e-142
2,"march",5.79940513353466e-144
3,"march",1.68434456441148e-144
4,"march",4.24544394980514e-141
5,"march",0.00110071387508795
6,"march",6.56187193817196e-139
1,"mark",0.00228726948752684
2,"mark",5.54724898714554e-53
3,"mark",3.94154383624667e-171
4,"mark",1.17314672486615e-166
5,"mark",0.00110071393556047
6,"mark",5.59787522259387e-164
1,"marquez",5.97701100329731e-184
2,"marquez",2.25829438090408e-46
3,"marquez",2.09518646322868e-186
4,"marquez",1.50219044034131e-182
5,"marquez",0.00110071387508795
6,"marquez",8.46777117582752e-170
1,"married",3.55567732820007e-233
2,"married",1.94844927805387e-232
3,"married",4.45168787148937e-234
4,"married",1.26107642245961e-235
5,"married",0.00110071387508795
6,"married",5.2174681818823e-188
1,"marron",1.41363478479409e-159
2,"marron",9.69488249566387e-164
3,"marron",8.85912958353104e-165
4,"marron",5.27315885293748e-162
5,"marron",0.00110071387508795
6,"marron",5.24319144808578e-157
1,"mars",3.90141751064228e-160
2,"mars",1.3162407034255e-162
3,"mars",1.59312848144571e-163
4,"mars",3.26164353843172e-160
5,"mars",0.00220142775017591
6,"mars",1.99332041266607e-157
1,"martin",0.0022872695503574
2,"martin",2.58417450909061e-173
3,"martin",2.92686467701233e-174
4,"martin",2.05116862097841e-46
5,"martin",3.29070350240056e-171
6,"martin",3.76253185924426e-168
1,"mas",0.00593812928317996
2,"mas",1.78902383118168e-166
3,"mas",0.00249132501234687
4,"mas",5.6916397776228e-165
5,"mas",0.00110071271197511
6,"mas",2.82437789609727e-162
1,"massive",2.29307002154398e-22
2,"massive",1.14436464032963e-178
3,"massive",5.00158971877978e-182
4,"massive",0.00119020179423761
5,"massive",8.96688249709811e-178
6,"massive",8.69422595819699e-174
1,"massively",1.96077996692387e-174
2,"massively",3.90397668249194e-178
3,"massively",0.000887327989521247
4,"massively",2.31724643418978e-174
5,"massively",4.25695678974569e-176
6,"massively",1.44623684271828e-172
1,"master",0.00114363836337565
2,"master",9.78597552948337e-143
3,"master",4.1984822315796e-146
4,"master",0.0011901980599349
5,"master",2.77920059428426e-141
6,"master",9.99219624415585e-138
1,"masterpice",7.68244539535834e-178
2,"masterpice",0.00106272090598136
3,"masterpice",3.78473573708812e-187
4,"masterpice",9.30627811925487e-184
5,"masterpice",6.88305350709385e-187
6,"masterpice",2.87847071018143e-184
1,"masterpiece",0.020585425953215
2,"masterpiece",4.37516188598819e-21
3,"masterpiece",1.46450076232585e-23
4,"masterpiece",1.63461758150785e-15
5,"masterpiece",9.7413070701395e-54
6,"masterpiece",1.09444548066767e-33
1,"masterpieces",7.51590025763991e-160
2,"masterpieces",4.21739370570966e-162
3,"masterpieces",1.62849342160574e-162
4,"masterpieces",9.04997328622471e-159
5,"masterpieces",0.00110071387508795
6,"masterpieces",4.60376071521268e-157
1,"mata",1.04743787723703e-141
2,"mata",4.09492315899739e-143
3,"mata",3.86654323504056e-145
4,"mata",9.51458195597935e-141
5,"mata",0.00110071387508795
6,"mata",1.5788857135932e-137
1,"mateus",3.67370660403533e-184
2,"mateus",2.99882752783587e-186
3,"mateus",0.000887327989521247
4,"mateus",4.21923519664112e-183
5,"mateus",1.90325998097024e-184
6,"mateus",7.1577918732103e-181
1,"matter",2.09449910622153e-20
2,"matter",2.30620588585545e-146
3,"matter",4.35151672805686e-174
4,"matter",6.1092072577403e-169
5,"matter",0.00330214162526386
6,"matter",2.14031084502354e-148
1,"maymunlarin",1.55154707494314e-173
2,"maymunlarin",6.56158683143779e-175
3,"maymunlarin",0.000887327989521247
4,"maymunlarin",1.91333366533914e-173
5,"maymunlarin",4.88125192832976e-175
6,"maymunlarin",1.19930678770381e-170
1,"mayo",0.0068618086510722
2,"mayo",4.78683712214589e-160
3,"mayo",4.83194042234638e-163
4,"mayo",3.47975223080144e-41
5,"mayo",1.54276277483857e-65
6,"mayo",5.87065210424457e-155
1,"mayth",0.0011436347751787
2,"mayth",1.88394164440161e-143
3,"mayth",3.60570681078404e-146
4,"mayth",7.40966261872198e-141
5,"mayth",3.51053786526887e-142
6,"mayth",3.25432008398651e-138
1,"mccartney",0.0022872695503574
2,"mccartney",1.51104562377974e-181
3,"mccartney",4.16086429395689e-184
4,"mccartney",2.13118939430185e-178
5,"mccartney",1.48467012991117e-178
6,"mccartney",1.81105224109479e-177
1,"measure",0.0011436347751787
2,"measure",1.44652868044151e-209
3,"measure",1.54309779832345e-208
4,"measure",8.59956244629529e-66
5,"measure",2.94744088472162e-68
6,"measure",4.83930519206171e-199
1,"mechicano",2.54708751064112e-156
2,"mechicano",1.02785654214352e-158
3,"mechicano",0.000887327989521247
4,"mechicano",2.14279551560371e-156
5,"mechicano",7.20432805948165e-156
6,"mechicano",1.78216785844161e-152
1,"mechico",0.0022872695503574
2,"mechico",1.07110564213846e-157
3,"mechico",3.09714401019692e-158
4,"mechico",6.88258657694371e-153
5,"mechico",7.42083913018274e-154
6,"mechico",1.49573863162225e-151
1,"medecubrite",0.0011436347751787
2,"medecubrite",3.33158053573929e-164
3,"medecubrite",1.67039484253464e-164
4,"medecubrite",2.78832313956726e-160
5,"medecubrite",1.72411315470842e-160
6,"medecubrite",6.05910372699793e-158
1,"media",0.0022872695503574
2,"media",2.86693764220736e-177
3,"media",4.02218451435712e-179
4,"media",1.16463194947022e-169
5,"media",5.67143762044422e-175
6,"media",1.12187588456648e-171
1,"medio",1.38801589683132e-259
2,"medio",6.25424330561157e-264
3,"medio",0.000887327989521247
4,"medio",5.41075999058903e-259
5,"medio",9.40818703723758e-262
6,"medio",1.54465061145763e-255
1,"mediterranean",4.41577507375898e-233
2,"mediterranean",1.97810937887582e-232
3,"mediterranean",5.09837493201238e-234
4,"mediterranean",1.3680146757467e-235
5,"mediterranean",0.00110071387508795
6,"mediterranean",7.30500428790085e-188
1,"mee",0.0022872695503574
2,"mee",5.50817066654399e-143
3,"mee",5.31088446859355e-145
4,"mee",3.94507764953085e-139
5,"mee",4.58132439090538e-141
6,"mee",1.82194462758505e-136
1,"mei",4.48525334500459e-145
2,"mei",6.38176276540134e-146
3,"mei",1.2085224587262e-146
4,"mei",0.00595100897118806
5,"mei",1.90658187218003e-144
6,"mei",1.95516397973041e-140
1,"mein",3.12737092215665e-202
2,"mein",0.00106272090598136
3,"mein",5.51585661344307e-206
4,"mein",1.24007873998218e-201
5,"mein",5.99164547998329e-202
6,"mein",6.55125518090081e-198
1,"mejicanos",1.69400403439626e-142
2,"mejicanos",1.55386775036594e-130
3,"mejicanos",4.22401458205815e-24
4,"mejicanos",0.00119020179423761
5,"mejicanos",3.26364593823326e-143
6,"mejicanos",1.66906000336283e-139
1,"mejico",1.61371743336669e-167
2,"mejico",0.00212544181196272
3,"mejico",6.60241491641589e-170
4,"mejico",5.00006914914173e-167
5,"mejico",2.8726750213209e-166
6,"mejico",2.20584062513803e-163
1,"mejor",0.0034309043255361
2,"mejor",1.66426217732565e-182
3,"mejor",1.73487433232024e-39
4,"mejor",2.31986764439717e-179
5,"mejor",6.60075061413824e-181
6,"mejor",3.33852738272531e-177
1,"melhor",2.16850885944987e-169
2,"melhor",2.53310701343991e-172
3,"melhor",0.000887327989521247
4,"melhor",6.35048579893551e-169
5,"melhor",1.52864718215319e-126
6,"melhor",5.96397259808827e-167
1,"melhores",2.46424553523089e-191
2,"melhores",3.8434205958709e-196
3,"melhores",0.000887327989521247
4,"melhores",7.14825948092523e-191
5,"melhores",1.27726546404942e-192
6,"melhores",1.33686504586921e-189
1,"mellon",9.1868700899537e-157
2,"mellon",0.00106272090598136
3,"mellon",4.34305633822816e-181
4,"mellon",3.98417471941274e-177
5,"mellon",4.03136871320336e-176
6,"mellon",5.53296079374767e-174
1,"melody",5.62129044697176e-162
2,"melody",2.79564405485042e-163
3,"melody",1.00082956632269e-165
4,"melody",0.00238040358847522
5,"melody",3.75203654576923e-160
6,"melody",9.17796621692025e-161
1,"meme",3.7978587775918e-11
2,"meme",2.92300474841798e-159
3,"meme",0.00088732840890972
4,"meme",0.00357060478064847
5,"meme",1.50839341758488e-157
6,"meme",5.7169305513699e-154
1,"memorial",5.75198614200648e-64
2,"memorial",1.76280085769252e-35
3,"memorial",0.00177465597904249
4,"memorial",3.83572621417455e-187
5,"memorial",5.55140780569192e-69
6,"memorial",7.02962996595622e-184
1,"memories",3.69700367858488e-13
2,"memories",5.46622044464727e-29
3,"memories",1.30914027146922e-59
4,"memories",2.03017487039893e-71
5,"memories",0.00440285549999599
6,"memories",8.6784074004809e-159
1,"memulakan",5.93253504623206e-208
2,"memulakan",3.27190401500808e-210
3,"memulakan",9.40522118534243e-211
4,"memulakan",0.00119020179423761
5,"memulakan",3.72082503446206e-206
6,"memulakan",5.54467251794002e-204
1,"mentioning",2.84779360583789e-167
2,"mentioning",0.00106272090598136
3,"mentioning",3.48068858103863e-172
4,"mentioning",8.88016114795664e-31
5,"mentioning",1.80509838155177e-168
6,"mentioning",3.5587573478518e-165
1,"menunggu",9.34605879949242e-208
2,"menunggu",5.98189507781563e-211
3,"menunggu",5.114200861846e-212
4,"menunggu",0.00119020179423761
5,"menunggu",2.50638206536866e-206
6,"menunggu",4.66000468727126e-204
1,"menusta",8.08774243809236e-167
2,"menusta",2.99243660417313e-170
3,"menusta",0.000887327989521247
4,"menusta",4.40289233778695e-166
5,"menusta",3.68474912196053e-167
6,"menusta",5.84679741832118e-164
1,"mera",1.16745779181517e-182
2,"mera",0.00106272090598136
3,"mera",9.55079212895948e-186
4,"mera",2.83362256071554e-183
5,"mera",2.46154532681581e-182
6,"mera",2.99410890680885e-179
1,"merci",2.10868564914321e-43
2,"merci",1.84846337388691e-107
3,"merci",1.90503213609234e-185
4,"merci",2.62937886734793e-180
5,"merci",0.00110071387508795
6,"merci",2.01995398100257e-177
1,"mesma",1.54426116238372e-194
2,"mesma",5.09859236746616e-198
3,"mesma",0.000887327989521247
4,"mesma",1.90990814191364e-197
5,"mesma",1.84028422270522e-190
6,"mesma",7.09990144645298e-194
1,"mesmo",1.65853445566614e-180
2,"mesmo",3.78743845922997e-182
3,"mesmo",0.00177465597904249
4,"mesmo",1.30744283893996e-179
5,"mesmo",2.90759307343211e-180
6,"mesmo",1.15421492487191e-178
1,"meteu",2.16783672758447e-168
2,"meteu",3.01988768082598e-171
3,"meteu",0.000887327989521247
4,"meteu",2.56127773946439e-167
5,"meteu",3.29960585210725e-168
6,"meteu",2.15595781418453e-164
1,"meu",1.55634829003255e-203
2,"meu",1.18156128682458e-207
3,"meu",0.00177465597904249
4,"meu",4.46111185923128e-203
5,"meu",6.96448223707393e-204
6,"meu",3.69811248552507e-201
1,"mexican",6.27023115386467e-148
2,"mexican",5.31159762737104e-35
3,"mexican",2.43300312973605e-151
4,"mexican",0.00476080717695045
5,"mexican",2.80665333084457e-32
6,"mexican",6.91883488315313e-29
1,"mexicano",0.00228726916355
2,"mexicano",1.36911251568334e-151
3,"mexicano",0.00266198426868144
4,"mexicano",3.41555019171332e-157
5,"mexicano",4.68630236040152e-157
6,"mexicano",8.49830068977017e-154
1,"mexicanos",8.0959586565277e-15
2,"mexicanos",0.00310212607546981
3,"mexicanos",0.0364522846073161
4,"mexicanos",2.83156243242804e-148
5,"mexicanos",5.19974277471337e-44
6,"mexicanos",8.62473557908528e-145
1,"mexicans",6.74171344475155e-143
2,"mexicans",5.34304286240168e-145
3,"mexicans",0.00266198396856374
4,"mexicans",9.88209485144153e-142
5,"mexicans",4.23382509921876e-20
6,"mexicans",2.21476413607106e-139
1,"mexichango",0.0022872695503574
2,"mexichango",2.78175493954058e-161
3,"mexichango",4.84921385463784e-161
4,"mexichango",6.43833114967323e-158
5,"mexichango",5.30490710018931e-158
6,"mexichango",3.32239040998394e-154
1,"mexichangos",0.0034309043255361
2,"mexichangos",4.66042179247455e-170
3,"mexichangos",6.2924160782068e-29
4,"mexichangos",1.07162424890058e-21
5,"mexichangos",3.24955074301056e-175
6,"mexichangos",8.39560696479309e-174
1,"mexico",0.034309043255361
2,"mexico",5.72333639903766e-36
3,"mexico",8.85154797502155e-82
4,"mexico",1.01195814851596e-46
5,"mexico",1.02566370709763e-69
6,"mexico",2.16583076550227e-155
1,"meximono",5.76563427794691e-169
2,"meximono",0.00106272090598136
3,"meximono",1.97297730598439e-172
4,"meximono",1.69574225117735e-169
5,"meximono",2.64832008934979e-167
6,"meximono",1.72646974328639e-165
1,"mexinarco",4.15001872782024e-174
2,"mexinarco",5.43856635807593e-179
3,"mexinarco",0.000887327989521247
4,"mexinarco",1.39817152539458e-176
5,"mexinarco",2.44818998593931e-178
6,"mexinarco",1.06182106115963e-174
1,"mey",7.6334920516722e-140
2,"mey",9.40143077581307e-140
3,"mey",0.000887327989521247
4,"mey",1.40437237218559e-136
5,"mey",2.80466931684804e-136
6,"mey",1.43274935635778e-134
1,"mid",1.53256394675001e-186
2,"mid",0.00106272090598136
3,"mid",1.66730686321398e-191
4,"mid",1.8443564242541e-48
5,"mid",2.65907474689399e-71
6,"mid",1.60217046437996e-184
1,"midriff",1.42421185672174e-182
2,"midriff",1.48379977654599e-186
3,"midriff",1.88494824893625e-185
4,"midriff",0.00119020179423761
5,"midriff",1.09076755444871e-177
6,"midriff",2.55386926270497e-179
1,"mijo",0.0011436347751787
2,"mijo",2.62847989712826e-163
3,"mijo",1.48820316920571e-161
4,"mijo",9.57663898603662e-22
5,"mijo",2.40850101023279e-161
6,"mijo",3.72376040874979e-157
1,"mil",8.33239767704259e-191
2,"mil",0.00106272090598136
3,"mil",5.62655436851344e-194
4,"mil",2.10157757015811e-190
5,"mil",8.58865719964282e-191
6,"mil",1.43154987069306e-187
1,"million",1.01790545356464e-05
2,"million",0.00105326203476396
3,"million",4.95742050532196e-163
4,"million",1.08950426250059e-158
5,"million",1.18715282821688e-159
6,"million",1.50741782580611e-155
1,"millones",7.32259110195819e-180
2,"millones",6.16045261834174e-184
3,"millones",0.000887327989521247
4,"millones",4.84343977177836e-23
5,"millones",7.08718961209782e-181
6,"millones",4.53467532242086e-177
1,"mim",1.65649312471702e-193
2,"mim",5.33218633953131e-197
3,"mim",0.000887327989521247
4,"mim",4.19201186175477e-193
5,"mim",6.16535195196524e-193
6,"mim",9.10982766057758e-190
1,"mimado",2.01596899072228e-161
2,"mimado",1.231764959189e-164
3,"mimado",6.23368373331353e-165
4,"mimado",0.00119020179423761
5,"mimado",1.30295067220961e-161
6,"mimado",3.12395241409662e-159
1,"mind",0.00184347959059051
2,"mind",0.00253783296895182
3,"mind",6.01924300439645e-157
4,"mind",5.23353300087905e-152
5,"mind",6.3438268889254e-153
6,"mind",2.31259773371317e-80
1,"mine",7.70239643933333e-161
2,"mine",7.66411917854789e-163
3,"mine",9.08229799572014e-164
4,"mine",0.00119020179423761
5,"mine",6.00259423873001e-160
6,"mine",5.75955409999796e-157
1,"miniute",0.0011436347751787
2,"miniute",7.71300678102464e-165
3,"miniute",7.55100680486628e-165
4,"miniute",1.40807634374608e-160
5,"miniute",3.15788724769912e-163
6,"miniute",3.43891247687204e-159
1,"mins",8.50366736632002e-159
2,"mins",0.0010627213115733
3,"mins",8.07400618030865e-163
4,"mins",7.72562184024479e-158
5,"mins",0.00110071345499584
6,"mins",2.47599650014887e-156
1,"minute",2.21145751793464e-169
2,"minute",3.96145671850804e-174
3,"minute",6.96843057513614e-173
4,"minute",0.00119020179423761
5,"minute",9.30685366029607e-158
6,"minute",2.39324899032272e-166
1,"minutes",0.0011436347751787
2,"minutes",5.09168033906083e-185
3,"minutes",1.23907330092077e-186
4,"minutes",5.16668522074844e-180
5,"minutes",1.29975614350392e-182
6,"minutes",6.01493865548513e-180
1,"mis",1.19343260545809e-162
2,"mis",6.41533177561088e-165
3,"mis",0.00177465429695428
4,"mis",0.00119020147230698
5,"mis",0.00330214400958859
6,"mis",4.2957663111163e-159
1,"misiniz",1.85947898803305e-182
2,"misiniz",0.00106272090598136
3,"misiniz",1.58706824760436e-185
4,"misiniz",7.27452630321602e-180
5,"misiniz",2.2813320513078e-181
6,"misiniz",4.25717635946844e-178
1,"miss",0.00681051482222287
2,"miss",4.76647138134569e-05
3,"miss",1.31195772910498e-158
4,"miss",9.90986012864323e-42
5,"miss",3.37868699973077e-40
6,"miss",5.40567489313887e-60
1,"missing",0.0022872695503574
2,"missing",3.15885866105136e-161
3,"missing",4.4808951964214e-162
4,"missing",1.16167159526724e-19
5,"missing",1.5053476866824e-158
6,"missing",7.88834456539003e-156
1,"mixing",6.34392636433442e-230
